componentTypeName,componentTypeId,specTypeId,specTypeName,units,valueType,specCategory,description,min,max,options,alternateNames,alternateUnits
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,b1b46acb-4a70-44c3-8c4a-34934db56692,Battery Life,hours,NUMERIC,UNKNOWN,Battery Life,,,,[],[]
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,43b8f2e3-9c89-4c76-9ee6-6d1cb64a2acf,Compatibility Zone Count,zones,NUMERIC,PRIMARY_SIZE,The number of separate HVAC zones or systems the smart thermostat can control simultaneously,,,[],"[""Control Zones"",""HVAC Zones Supported""]","[""areas""]"
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,94e18f01-c7de-464d-a898-2c951ba8c348,Display Size,in,NUMERIC,UNKNOWN,Display Size,,,,[],[]
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,a5f9dc1f-05f1-4816-b340-11b06b0019f4,Humidity Range,%RH,NUMERIC,UNKNOWN,Humidity Range,,,,[],[]
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,e794a676-ee45-4b25-8214-b807e5e5ccd3,Programmable Periods,count,NUMERIC,UNKNOWN,Programmable Periods,,,,[],[]
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,e8a0d621-d322-484f-a13a-c6481e1f6340,Response Time,seconds,NUMERIC,UNKNOWN,Response Time,,,,[],[]
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,89e52d64-5b83-4e60-9417-39cb1d2cffd0,Scheduling Capacity,events/day,NUMERIC,UNKNOWN,Scheduling Capacity,,,,[],[]
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,66daeba4-7b8c-4e93-88d1-cf76d878986d,Temperature Range,°F,NUMERIC,UNKNOWN,Temperature Range,,,,[],[]
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,81a246ae-1ccf-4717-90aa-facb3bbac0ae,Temperature Resolution,°F,NUMERIC,UNKNOWN,Temperature Resolution,,,,[],[]
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,e81f7243-eea9-4d44-9985-7199e7754ed3,WiFi Range,ft,NUMERIC,UNKNOWN,WiFi Range,,,,[],[]
Smart Thermostats,0916acda-d385-45e0-9771-8b4921fd4384,94f770d6-0222-4346-80d7-219b2304b737,Wireless Protocol,protocol,NUMERIC,UNKNOWN,Wireless Protocol,,,,[],[]
Smoke-Control Dampers,cb83e83d-295a-488f-a014-ccb999bdac8f,142f79d6-b157-428b-a98b-7534ac3ab6fd,Activation Time,s,NUMERIC,UNKNOWN,Activation Time,,,,[],[]
Smoke-Control Dampers,cb83e83d-295a-488f-a014-ccb999bdac8f,5abe86f6-8cdb-4e37-aba3-3413d176b77e,Airflow Rate,CFM,NUMERIC,UNKNOWN,Airflow Rate,,,,[],[]
Smoke-Control Dampers,cb83e83d-295a-488f-a014-ccb999bdac8f,720b13cc-8020-48b4-bc9f-eba9289311da,Damper Position,degrees,NUMERIC,UNKNOWN,Damper Position,,,,[],[]
Smoke-Control Dampers,cb83e83d-295a-488f-a014-ccb999bdac8f,27c9468a-fb57-440c-a441-75b9e99d6c57,Duct Size,inches,NUMERIC,PRIMARY_SIZE,"The dimensional measurement of the smoke-control damper frame that connects to the ductwork, typically expressed as width x height for rectangular dampers or diameter for round dampers",,,[],"[""Connection Size"",""Frame Size""]","[""mm""]"
Smoke-Control Dampers,cb83e83d-295a-488f-a014-ccb999bdac8f,f29359f5-959b-49fa-a273-d48b598df321,Smoke Class Rating,Class,NUMERIC,UNKNOWN,Smoke Class Rating,,,,[],[]
Solar Air-Heating Panels,0779c09e-3859-494a-af48-037d93578af5,b0973365-d1f4-463a-9bed-1fecbf5e55d0,Absorber Surface Area,ft²,NUMERIC,UNKNOWN,Absorber Surface Area,,,,[],[]
Solar Air-Heating Panels,0779c09e-3859-494a-af48-037d93578af5,01209595-7ebc-448a-ae7d-fcc7fd615d4c,Air Flow Rate,CFM,NUMERIC,UNKNOWN,Air Flow Rate,,,,[],[]
Solar Air-Heating Panels,0779c09e-3859-494a-af48-037d93578af5,4c5c6add-5994-4a68-a492-9d38e6bdf994,Collector Area,sq ft,NUMERIC,PRIMARY_SIZE,The total surface area of the solar air-heating panel that collects solar radiation for conversion to heated air,,,[],"[""Panel Area"",""Surface Area""]","[""m²"",""sq m""]"
Solar Air-Heating Panels,0779c09e-3859-494a-af48-037d93578af5,d48125ce-94ba-41c6-adf8-8b9cb463f0bf,Glazing Transmittance,%,NUMERIC,UNKNOWN,Glazing Transmittance,,,,[],[]
Solar Air-Heating Panels,0779c09e-3859-494a-af48-037d93578af5,55b5574d-72b6-4db3-9665-c612095c4714,Maximum Operating Temperature,°F,NUMERIC,UNKNOWN,Maximum Operating Temperature,,,,[],[]
Solar Air-Heating Panels,0779c09e-3859-494a-af48-037d93578af5,9b1fa7e5-2c6a-4285-9580-42b4f497ae78,Mounting Angle,degrees,NUMERIC,UNKNOWN,Mounting Angle,,,,[],[]
Solar Air-Heating Panels,0779c09e-3859-494a-af48-037d93578af5,5e7c7721-8120-44b6-af69-19bbcdedc9f5,Static Pressure Drop,inWC,NUMERIC,UNKNOWN,Static Pressure Drop,,,,[],[]
Solar Air-Heating Panels,0779c09e-3859-494a-af48-037d93578af5,ff57f386-5c93-45b6-98b0-42349e117664,Temperature Rise,°F,NUMERIC,UNKNOWN,Temperature Rise,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,04badf7b-d45d-4fd7-a96d-c07db2349129,Collector Area,ft²,NUMERIC,PRIMARY_SIZE,The total surface area of the solar collector panels that capture solar radiation for heating purposes,,,[],"[""Collection Surface Area"",""Panel Area""]","[""m²"",""sq ft""]"
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,bbbf432a-324b-42ca-be7e-b6b1fce7fbb5,Collector Area,ft²,NUMERIC,UNKNOWN,Collector Area,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,374b7a92-5252-4a03-b4fd-eda1978058e4,Concentration Ratio,X,NUMERIC,UNKNOWN,Concentration Ratio,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,a224eb55-95d7-43bd-93bf-1f8c595165cb,Flow Rate,GPM,NUMERIC,UNKNOWN,Flow Rate,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,3ff8ffea-2fd7-4680-a7e6-878b228ca132,Fluid Capacity,gal,NUMERIC,UNKNOWN,Fluid Capacity,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,4d209e49-f5ff-461c-b022-1f4b6190795a,Heat Output,BTU/h,NUMERIC,UNKNOWN,Heat Output,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,8f74ba2e-b185-4fe4-a304-2bd13cb830e9,Maximum Operating Pressure,PSI,NUMERIC,UNKNOWN,Maximum Operating Pressure,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,16cbccb0-3fe8-4760-a539-004f547fac03,Operating Temperature,°F,NUMERIC,UNKNOWN,Operating Temperature,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,ee26e214-34fb-4586-a2db-ff19e5236c83,Pressure Drop,PSI,NUMERIC,UNKNOWN,Pressure Drop,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,a353af9d-d802-44b4-a706-80d9d2515b69,Solar Absorption Rate,%,NUMERIC,UNKNOWN,Solar Absorption Rate,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,e2b5bc4e-2d37-440a-b6ae-8ced6d61b584,Stagnation Temperature,°F,NUMERIC,UNKNOWN,Stagnation Temperature,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,00899585-3281-4826-ba5e-23fa11d9f446,Thermal Efficiency,%,NUMERIC,UNKNOWN,Thermal Efficiency,,,,[],[]
Solar Energy Heating Equipment,0c7ed318-b33a-4ae3-9983-094fe82c0767,b2c61eda-6217-41cc-9561-64edda7d0b92,Thermal Storage Capacity,BTU,NUMERIC,UNKNOWN,Thermal Storage Capacity,,,,[],[]
Special Purpose Lighting,e66d5fe4-af5c-486e-a196-d0005531b1f3,1f1741d5-9233-45c1-9b03-471340400770,Efficacy,lm/W,NUMERIC,UNKNOWN,Efficacy,,,,[],[]
Special Purpose Lighting,e66d5fe4-af5c-486e-a196-d0005531b1f3,58a8cc76-4dba-4918-a02c-675ee465c0a4,Input Current,A,NUMERIC,UNKNOWN,Input Current,,,,[],[]
Special Purpose Lighting,e66d5fe4-af5c-486e-a196-d0005531b1f3,e9518a1c-3eb5-4112-ae10-7e78d3656025,Light Intensity,lux,NUMERIC,UNKNOWN,Light Intensity,,,,[],[]
Special Purpose Lighting,e66d5fe4-af5c-486e-a196-d0005531b1f3,7d20ac4c-4b1e-4f50-b992-4ddb105461e4,Luminous Output,lumens,NUMERIC,UNKNOWN,Luminous Output,,,,[],[]
Special Purpose Lighting,e66d5fe4-af5c-486e-a196-d0005531b1f3,d18b34ea-149d-4969-a221-565b3f40a25c,Operating Life,hours,NUMERIC,UNKNOWN,Operating Life,,,,[],[]
Special Purpose Lighting,e66d5fe4-af5c-486e-a196-d0005531b1f3,04449221-67a6-49fe-b43d-f1c766d6d509,Operating Voltage,V,NUMERIC,UNKNOWN,Operating Voltage,,,,[],[]
Special Purpose Lighting,e66d5fe4-af5c-486e-a196-d0005531b1f3,33d887cc-0bda-4d2f-9e8c-927cd27d40e5,Wattage,W,NUMERIC,PRIMARY_SIZE,"The electrical power rating of the special purpose lighting fixture, which indicates its energy consumption and illumination capability",,,[],"[""Power Rating"",""Power Consumption""]","[""kW""]"
Split System Air Conditioners,997c6c01-cd27-4e2b-971c-7924cbd01df3,b0531384-3889-41bc-bf25-059398095667,Compressor Type,string,NUMERIC,UNKNOWN,Compressor Type,,,,[],[]
Split System Air Conditioners,997c6c01-cd27-4e2b-971c-7924cbd01df3,b01270f6-1db3-4d85-b550-43d52dd78514,Cooling Capacity,tons,NUMERIC,PRIMARY_SIZE,The amount of heat energy that the air conditioner can remove from a space in a given amount of time,,,[],"[""Nominal Capacity"",""Size""]","[""BTU/h"",""MBH"",""kW""]"
Split System Air Conditioners,997c6c01-cd27-4e2b-971c-7924cbd01df3,111e9f03-0979-41fe-b2b1-2b7260586d67,EER Rating,EER,NUMERIC,UNKNOWN,EER Rating,,,,[],[]
Split System Air Conditioners,997c6c01-cd27-4e2b-971c-7924cbd01df3,17b0d394-6162-44b8-adc5-e44902b29d50,Indoor Air Flow,CFM,NUMERIC,UNKNOWN,Indoor Air Flow,,,,[],[]
Split System Air Conditioners,997c6c01-cd27-4e2b-971c-7924cbd01df3,08422be2-70e4-486a-a07c-c0568cfb1cd9,Maximum Height Difference,ft,NUMERIC,UNKNOWN,Maximum Height Difference,,,,[],[]
Split System Air Conditioners,997c6c01-cd27-4e2b-971c-7924cbd01df3,760a5db7-1cc2-44a2-ad4f-007fc5471eae,Maximum Line Length,ft,NUMERIC,UNKNOWN,Maximum Line Length,,,,[],[]
Split System Air Conditioners,997c6c01-cd27-4e2b-971c-7924cbd01df3,1352d773-8432-4c97-acb1-31aabbbe599b,Outdoor Air Flow,CFM,NUMERIC,UNKNOWN,Outdoor Air Flow,,,,[],[]
Split System Air Conditioners,997c6c01-cd27-4e2b-971c-7924cbd01df3,dd4a876b-2522-4cad-a907-381a1ba21df4,Refrigerant Type,string,NUMERIC,UNKNOWN,Refrigerant Type,,,,[],[]
Split System Air Conditioners,997c6c01-cd27-4e2b-971c-7924cbd01df3,af87ad6c-0dee-4c7b-bf5c-13781178261a,SEER Rating,SEER,NUMERIC,UNKNOWN,SEER Rating,,,,[],[]
Split System Air Conditioners,997c6c01-cd27-4e2b-971c-7924cbd01df3,71b81810-1cbe-4582-898a-03cb294c9edd,Sound Pressure Level,dBA,NUMERIC,UNKNOWN,Sound Pressure Level,,,,[],[]
Stainless-Steel Condensing Boilers,4c9f2a2c-11c7-4c0c-9563-5b6dd670e0a3,9c59f4db-bd77-4b89-a218-074ce37e4c78,Dimensions,in,NUMERIC,UNKNOWN,Dimensions,,,,[],[]
Stainless-Steel Condensing Boilers,4c9f2a2c-11c7-4c0c-9563-5b6dd670e0a3,8bf6e0f8-b545-456d-b137-eec545ea3e7e,Electrical Consumption,W,NUMERIC,UNKNOWN,Electrical Consumption,,,,[],[]
Stainless-Steel Condensing Boilers,4c9f2a2c-11c7-4c0c-9563-5b6dd670e0a3,1b09dc43-2643-4fb0-b24c-531f3b840dec,Flue Gas Temperature,°F,NUMERIC,UNKNOWN,Flue Gas Temperature,,,,[],[]
Stainless-Steel Condensing Boilers,4c9f2a2c-11c7-4c0c-9563-5b6dd670e0a3,b9c6785b-0a02-48f8-a540-32db4a8c3bf7,Heating Capacity,MBH,NUMERIC,PRIMARY_SIZE,"The maximum heat output capacity of the boiler, which indicates the amount of heat the boiler can produce per hour",,,[],"[""Output Capacity"",""Boiler Capacity""]","[""BTU/h"",""kW""]"
Stainless-Steel Condensing Boilers,4c9f2a2c-11c7-4c0c-9563-5b6dd670e0a3,ff6ca48c-1080-4e5d-9fab-349df549d884,Water Temperature,°F,NUMERIC,UNKNOWN,Water Temperature,,,,[],[]
Stainless-Steel Condensing Boilers,4c9f2a2c-11c7-4c0c-9563-5b6dd670e0a3,611492fd-b49f-4bdb-8523-3fdc2b596eee,Weight,lbs,NUMERIC,UNKNOWN,Weight,,,,[],[]
Standard Air-Source Heat Pumps,eb278652-7a00-43e1-8a6e-42bd18c0fbef,b0c135b4-c885-404c-9462-fdccdb97efd2,Air Flow,CFM,NUMERIC,UNKNOWN,Air Flow,,,,[],[]
Standard Air-Source Heat Pumps,eb278652-7a00-43e1-8a6e-42bd18c0fbef,fc6e7ddc-275f-4a63-834f-48f2dc33a8a2,Coefficient of Performance,COP,NUMERIC,UNKNOWN,Coefficient of Performance,,,,[],[]
Standard Air-Source Heat Pumps,eb278652-7a00-43e1-8a6e-42bd18c0fbef,13ebfbe1-13aa-4195-90a9-c6e41c7b90db,Cooling Capacity,tons,NUMERIC,PRIMARY_SIZE,The rated cooling capacity of the heat pump unit,,,[],"[""Capacity"",""Size""]","[""BTU/h"",""kW""]"
Standard Air-Source Heat Pumps,eb278652-7a00-43e1-8a6e-42bd18c0fbef,ea7d0a58-79b0-4445-9a9e-ca62b0f53dce,Maximum Operating Temperature,°F,NUMERIC,UNKNOWN,Maximum Operating Temperature,,,,[],[]
Standard Air-Source Heat Pumps,eb278652-7a00-43e1-8a6e-42bd18c0fbef,d545f6a7-15c3-4cbc-8a7d-6b03cf8c3628,Minimum Operating Temperature,°F,NUMERIC,UNKNOWN,Minimum Operating Temperature,,,,[],[]
Standard Air-Source Heat Pumps,eb278652-7a00-43e1-8a6e-42bd18c0fbef,e9a30ab2-8225-4db0-a00b-29b61129820c,Phase,Ph,NUMERIC,UNKNOWN,Phase,,,,[],[]
Standard Air-Source Heat Pumps,eb278652-7a00-43e1-8a6e-42bd18c0fbef,ab209556-d473-4f0b-809f-b8e27b9fcd97,Refrigerant Type,R-type,NUMERIC,UNKNOWN,Refrigerant Type,,,,[],[]
Standard Air-Source Heat Pumps,eb278652-7a00-43e1-8a6e-42bd18c0fbef,d3e7d9d7-c5c5-4635-8ecf-ddd5c3f01f1f,Sound Rating,dBA,NUMERIC,UNKNOWN,Sound Rating,,,,[],[]
Standard DOAS Units,78a56a11-0c98-48e9-b401-a2031d32bf8a,536b4285-0ed3-4210-ab77-8eded1b30ca5,Airflow,CFM,NUMERIC,PRIMARY_SIZE,The volume of outside air delivered by the dedicated outdoor air system (DOAS),,,[],"[""Supply Air Flow"",""Design Airflow""]","[""m³/h"",""L/s""]"
Standard DOAS Units,78a56a11-0c98-48e9-b401-a2031d32bf8a,750cb0fd-0655-4524-8c0c-2ec1d28c92ae,Electrical Requirements,V,NUMERIC,UNKNOWN,Electrical Requirements,,,,[],[]
Standard DOAS Units,78a56a11-0c98-48e9-b401-a2031d32bf8a,9f32a815-5452-4bbe-b765-a0e400cd8ced,Exhaust Air Flow,CFM,NUMERIC,UNKNOWN,Exhaust Air Flow,,,,[],[]
Standard DOAS Units,78a56a11-0c98-48e9-b401-a2031d32bf8a,8aae5ac4-df7e-4475-8860-3eb4867e8550,Exhaust Fan Power,HP,NUMERIC,UNKNOWN,Exhaust Fan Power,,,,[],[]
Standard DOAS Units,78a56a11-0c98-48e9-b401-a2031d32bf8a,fbdeca7c-fbd7-43bd-8a65-893877ac2d7d,Integrated Energy Efficiency Ratio,IEER,NUMERIC,UNKNOWN,Integrated Energy Efficiency Ratio,,,,[],[]
Standard DOAS Units,78a56a11-0c98-48e9-b401-a2031d32bf8a,8e018a48-5370-42e5-a2ee-9477b405c784,Supply Air Flow,CFM,NUMERIC,UNKNOWN,Supply Air Flow,,,,[],[]
Standard DOAS Units,78a56a11-0c98-48e9-b401-a2031d32bf8a,8f691e35-50ef-4570-b58d-c5e0d790d134,Supply Fan Power,HP,NUMERIC,UNKNOWN,Supply Fan Power,,,,[],[]
Standard DOAS Units,78a56a11-0c98-48e9-b401-a2031d32bf8a,6d8608f7-c755-4a8d-a6a8-57e57561492e,Weight,lb,NUMERIC,UNKNOWN,Weight,,,,[],[]
Standard VFDs,5a93a208-b6f1-4e0f-83b7-b92fe83d4ab6,00ef46dd-06d2-4e0b-b713-f3108968246d,Carrier Frequency,kHz,NUMERIC,UNKNOWN,Carrier Frequency,,,,[],[]
Standard VFDs,5a93a208-b6f1-4e0f-83b7-b92fe83d4ab6,c119df73-5aa9-4782-8ff3-63aa07a8fe15,Frequency,Hz,NUMERIC,UNKNOWN,Frequency,,,,[],[]
Standard VFDs,5a93a208-b6f1-4e0f-83b7-b92fe83d4ab6,b991d8f7-7105-4b25-98ef-c8c560a5c67c,Input Phase,ph,NUMERIC,UNKNOWN,Input Phase,,,,[],[]
Standard VFDs,5a93a208-b6f1-4e0f-83b7-b92fe83d4ab6,b249a9c5-cc0c-446c-a204-2c2f397860fb,Output Current,A,NUMERIC,UNKNOWN,Output Current,,,,[],[]
Standard VFDs,5a93a208-b6f1-4e0f-83b7-b92fe83d4ab6,7be03614-f0bf-44a6-bd0d-b30519f9a39d,Power Rating,HP,NUMERIC,PRIMARY_SIZE,The rated power capacity of the Variable Frequency Drive,,,[],"[""Horsepower"",""Capacity""]","[""kW""]"
Standard VFDs,5a93a208-b6f1-4e0f-83b7-b92fe83d4ab6,a1805353-dd12-419f-824b-f8cdac4387fa,Speed Range,RPM,NUMERIC,UNKNOWN,Speed Range,,,,[],[]
Static-Frequency Converters,cf69c7cf-ed16-4a8c-9b71-085f307297de,080257cb-d6e5-466c-b1ac-ee7cd427b6cb,Cooling Method,NEMA,NUMERIC,UNKNOWN,Cooling Method,,,,[],[]
Static-Frequency Converters,cf69c7cf-ed16-4a8c-9b71-085f307297de,632e4167-8d9e-4034-a19c-c8f885ef015e,Output Voltage,V,NUMERIC,UNKNOWN,Output Voltage,,,,[],[]
Static-Frequency Converters,cf69c7cf-ed16-4a8c-9b71-085f307297de,e5b05d70-07b4-41c4-ad33-4120704ed4c5,Power Rating,kVA,NUMERIC,PRIMARY_SIZE,"The maximum output power capacity of the static-frequency converter, indicating the amount of electrical power it can process",,,[],"[""Output Power"",""Capacity""]","[""kW"",""VA"",""W""]"
Static-Frequency Converters,cf69c7cf-ed16-4a8c-9b71-085f307297de,ad7414e2-037e-479e-b82c-ac8e31383e6f,Protection Rating,IP,NUMERIC,UNKNOWN,Protection Rating,,,,[],[]
Static Power Converters,660d2724-1e0b-4a20-b100-df5f1a5e4331,d0b2521b-3653-4bfa-aa1c-ef18d381a55d,Input Frequency,Hz,NUMERIC,UNKNOWN,Input Frequency,,,,[],[]
Static Power Converters,660d2724-1e0b-4a20-b100-df5f1a5e4331,4ea7b9f0-054e-4900-8bb9-959629679527,Input Voltage,V,NUMERIC,UNKNOWN,Input Voltage,,,,[],[]
Static Power Converters,660d2724-1e0b-4a20-b100-df5f1a5e4331,88b0d2fc-efa2-49cf-8677-d0eec781361d,Output Frequency,Hz,NUMERIC,UNKNOWN,Output Frequency,,,,[],[]
Static Power Converters,660d2724-1e0b-4a20-b100-df5f1a5e4331,a9a4049d-7a81-49f2-8625-f1b707304a89,Output Voltage,V,NUMERIC,UNKNOWN,Output Voltage,,,,[],[]
Static Power Converters,660d2724-1e0b-4a20-b100-df5f1a5e4331,157324ae-a16b-4abd-a8fb-5d0f42b4a906,Power Capacity,kVA,NUMERIC,PRIMARY_SIZE,"The maximum output power capacity of the static power converter, which determines its ability to handle electrical loads and is the primary factor affecting its cost and selection",,,[],"[""Output Capacity"",""Rated Power""]","[""kW"",""VA"",""W""]"
Static Power Converters,660d2724-1e0b-4a20-b100-df5f1a5e4331,c4f1b690-9f2c-4113-8940-f20fd882c96b,Power Rating,W,NUMERIC,UNKNOWN,Power Rating,,,,[],[]
Static Power Converters,660d2724-1e0b-4a20-b100-df5f1a5e4331,b53d13c4-2b92-4a68-aeaa-1aa9a9a00cef,Protection Rating,IP,NUMERIC,UNKNOWN,Protection Rating,,,,[],[]
Static Power Converters,660d2724-1e0b-4a20-b100-df5f1a5e4331,2d97f1a2-b673-48f2-8fcf-70a8da7e4ba9,Short Circuit Current Rating,A,NUMERIC,UNKNOWN,Short Circuit Current Rating,,,,[],[]
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,b6607511-b5b7-411a-9c54-13dadfd569d4,Battery Type,text,NUMERIC,UNKNOWN,Battery Type,,,,[],[]
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,941f886b-199a-4ae4-b0c3-113b8e10fa71,Input Frequency,Hz,NUMERIC,UNKNOWN,Input Frequency,,,,[],[]
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,50bdadbd-0c74-4756-9120-12f2ba7153fd,Input Voltage,V,NUMERIC,UNKNOWN,Input Voltage,,,,[],[]
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,8fd01702-1568-4033-bfdc-b188a79d446e,Operating Temperature Range,°F,NUMERIC,UNKNOWN,Operating Temperature Range,,,,[],[]
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,f9fd9214-b602-45c9-bdc7-892abe67299d,Output Frequency,Hz,NUMERIC,UNKNOWN,Output Frequency,,,,[],[]
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,3ca7adf5-b8b3-4875-8eb9-79b9d1959b68,Output Voltage,V,NUMERIC,UNKNOWN,Output Voltage,,,,[],[]
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,c8f4a8bc-09df-4b18-a2c1-f51162828e98,Physical Dimensions,in,NUMERIC,UNKNOWN,Physical Dimensions,,,,[],[]
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,343b7d3b-194e-4c86-9981-e2c7dd179e3b,Power Capacity,kVA,NUMERIC,UNKNOWN,Power Capacity,,,,[],[]
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,ffe72113-b491-4337-877c-490f5ab7ea63,Power Capacity,kVA,NUMERIC,PRIMARY_SIZE,The maximum power output capacity of the static uninterruptible power supply system,,,[],"[""Rated Output"",""Capacity""]","[""kW"",""VA""]"
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,c951a2ce-554c-41f8-99aa-e51c68aee7a5,Runtime Duration,min,NUMERIC,UNKNOWN,Runtime Duration,,,,[],[]
Static Uninterruptible Power Supply,051b3290-8585-46cc-9650-66bfaadf8dac,b1ffc1ba-5929-433d-9ea6-45969244f508,Transfer Time,ms,NUMERIC,UNKNOWN,Transfer Time,,,,[],[]
Steam Coils,2a9aab68-eb7a-4b12-ba26-cb54c4664dd0,778206ba-f0e2-4f46-a1fd-92a359dd9916,Capacity,MBH,NUMERIC,PRIMARY_SIZE,The heating output capacity of the steam coil,,,[],"[""Heating Capacity"",""Steam Coil Capacity""]","[""BTU/h"",""kW""]"
Steam Coils,2a9aab68-eb7a-4b12-ba26-cb54c4664dd0,24b9b320-585b-4f6e-8352-ec02493c3e95,Condensate Return Pressure,PSI,NUMERIC,UNKNOWN,Condensate Return Pressure,,,,[],[]
Steam Coils,2a9aab68-eb7a-4b12-ba26-cb54c4664dd0,995926e5-5b47-430e-8d50-26c2ed2f2c5d,Entering Steam Temperature,°F,NUMERIC,UNKNOWN,Entering Steam Temperature,,,,[],[]
Steam Coils,2a9aab68-eb7a-4b12-ba26-cb54c4664dd0,3c45b1ad-2ed4-4249-a7e5-5eba7ccb46a0,Fins Per Inch,FPI,NUMERIC,UNKNOWN,Fins Per Inch,,,,[],[]
Steam Coils,2a9aab68-eb7a-4b12-ba26-cb54c4664dd0,b8e38363-849e-4595-855d-74e57c960ede,Heat Transfer Rate,BTU/hr,NUMERIC,UNKNOWN,Heat Transfer Rate,,,,[],[]
Steam Coils,2a9aab68-eb7a-4b12-ba26-cb54c4664dd0,0c41f81c-799d-4311-88d0-1de4727ca056,Leaving Air Temperature,°F,NUMERIC,UNKNOWN,Leaving Air Temperature,,,,[],[]
Steam Coils,2a9aab68-eb7a-4b12-ba26-cb54c4664dd0,d5653ace-9e26-4fe8-903e-8a9bba5642a1,Pressure Drop,inWC,NUMERIC,UNKNOWN,Pressure Drop,,,,[],[]
Steam Coils,2a9aab68-eb7a-4b12-ba26-cb54c4664dd0,e26f3e11-3044-4a09-9d28-0ecdaea2e646,Steam Flow Rate,lb/hr,NUMERIC,UNKNOWN,Steam Flow Rate,,,,[],[]
Steam Coils,2a9aab68-eb7a-4b12-ba26-cb54c4664dd0,51435f30-cf1b-4fa5-87e2-62cd0cc47e45,Steam Pressure,PSI,NUMERIC,UNKNOWN,Steam Pressure,,,,[],[]
Steam Condensate Pumps,457b1fdc-2e25-416b-bae4-8dd3296b76ce,3808fda0-dcd4-4acc-8f11-575e2973d07f,Condensate Capacity,gal,NUMERIC,UNKNOWN,Condensate Capacity,,,,[],[]
Steam Condensate Pumps,457b1fdc-2e25-416b-bae4-8dd3296b76ce,d1799a78-a457-4ca2-892d-b7a7ce37f833,Discharge Pressure,PSI,NUMERIC,UNKNOWN,Discharge Pressure,,,,[],[]
Steam Condensate Pumps,457b1fdc-2e25-416b-bae4-8dd3296b76ce,b10f093b-163f-4899-84e4-32e241aa31f7,Flow Rate,GPM,NUMERIC,PRIMARY_SIZE,"The volume of condensate liquid that the pump can move per unit time, which is the primary factor in determining the size and cost of steam condensate pumps",,,[],"[""Capacity"",""Pump Flow""]","[""L/min"",""m³/h""]"
Steam Condensate Pumps,457b1fdc-2e25-416b-bae4-8dd3296b76ce,58a019cc-4484-4ff6-8daf-21a41533c05c,Inlet Pressure,PSI,NUMERIC,UNKNOWN,Inlet Pressure,,,,[],[]
Steam Condensate Pumps,457b1fdc-2e25-416b-bae4-8dd3296b76ce,21ccd013-e576-4c28-bf3d-9fe0e41e4a0c,Motor Speed,RPM,NUMERIC,UNKNOWN,Motor Speed,,,,[],[]
Steam Condensate Pumps,457b1fdc-2e25-416b-bae4-8dd3296b76ce,b760896f-8230-4a77-b815-833426d6777b,Operating Temperature,°F,NUMERIC,UNKNOWN,Operating Temperature,,,,[],[]
